id;entity;name;address;schedule;longitude;latitude;services
33;Unimarc;UNIMARC CONSISTORIAL;AVDA. CONSISTORIAL 2701;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.54804093749999;-33.48475083333333;Carga de tarjetas,Consulta de saldo, Activación de carga remota
34;Unimarc;UNIMARC LAS PARCELAS;LAS PARCELAS 9001;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.53850590909089;-33.47236772727273;Carga de tarjetas,Consulta de saldo, Activación de carga remota
35;Unimarc;UNIMARC FCO. BILBAO;BILBAO 2050;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.60635638888888;-33.43787740740739;Carga de tarjetas,Consulta de saldo, Activación de carga remota
36;Unimarc;UNIMARC CIUDAD DE LOS VALLES;AVDA. EN CANAL 19591;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.843834;-33.44899;Carga de tarjetas,Consulta de saldo, Activación de carga remota
37;Unimarc;UNIMARC CONCHA y TORO;AVDA. CONCHA Y TORO 3193;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.5810930577196;-33.5810872192106;Carga de tarjetas,Consulta de saldo, Activación de carga remota
38;Unimarc;UNIMARC TRONCAL SAN FRANCISCO;AVDA. LAS NIEVES 02251;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.55648055378825;-33.58999730657146;Carga de tarjetas,Consulta de saldo, Activación de carga remota
39;Unimarc;UNIMARC CARRASCAL;GONZALO BULNES 2407;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.69770881268451;-33.41897606779182;Carga de tarjetas,Consulta de saldo, Activación de carga remota
40;Unimarc;UNIMARC SAN BERNARDO;PADRE HURTADO 13694;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.67803;-33.587456;Carga de tarjetas,Consulta de saldo, Activación de carga remota
41;Unimarc;UNIMARC BUIN;BALMACEDA 280;Lun-Dom 09:00 a 21:00;-70.739633;-33.732849;Carga de tarjetas,Consulta de saldo, Activación de carga remota
42;Unimarc;UNIMARC ALTO JAHUEL;MIRAFLORES 242;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.68438;-33.735082;Carga de tarjetas,Consulta de saldo, Activación de carga remota
43;Unimarc;UNIMARC SAN JOAQUIN;SANTA ROSA 5320;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.63829166666666;-33.5057238888889;Carga de tarjetas,Consulta de saldo, Activación de carga remota
44;Unimarc;UNIMARC GRAN AVENIDA 1;GRAN AVENIDA 5485 - 5620;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.65522499999997;-33.50367933333334;Carga de tarjetas,Consulta de saldo, Activación de carga remota
45;Unimarc;UNIMARC DIEGO PORTALES;PORTUGAL 56;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.63928769230766;-33.44124153846153;Carga de tarjetas,Consulta de saldo, Activación de carga remota
46;Unimarc;UNIMARC ESTADO;ESTADO 85-93-95;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.6490317802572;-33.44197592224275;Carga de tarjetas,Consulta de saldo, Activación de carga remota
47;Unimarc;UNIMARC ESPACIO M;COMPAÑIA 1214;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.6540427730639;-33.4386299257484;Carga de tarjetas,Consulta de saldo, Activación de carga remota
48;Unimarc;UNIMARC LAS TRANQUERAS;AVDA. VITACURA 8400;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.55406998192434;-33.38471122178522;Carga de tarjetas,Consulta de saldo, Activación de carga remota
49;Unimarc;UNIMARC RENCA BIGGER;AVDA. BRASIL 7073-7085;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.7452052654659;-33.4003926036353;Carga de tarjetas,Consulta de saldo, Activación de carga remota
50;Unimarc;UNIMARC VITACURA;AVDA. VITACURA 4607;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.58644919291348;-33.39845424503488;Carga de tarjetas,Consulta de saldo, Activación de carga remota
51;Unimarc;UNIMARC SANTA MARIA;SANTA MARIA 6940;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.5685015296984;-33.37672678934954;Carga de tarjetas,Consulta de saldo, Activación de carga remota
52;Unimarc;UNIMARC PUDAHUEL;SAN PABLO 8315;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.74089;-33.444551;Carga de tarjetas,Consulta de saldo, Activación de carga remota
53;Unimarc;UNIMARC HUECHURABA;AVDA. PEDRO FONTOVA 7626;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.6702618902826;-33.3491351263854;Carga de tarjetas,Consulta de saldo, Activación de carga remota
54;Unimarc;UNIMARC PORTUGAL;PORTUGAL 579;Lun-Dom 09:00 a 21:00;-70.63514240599;-33.4492998960469;Carga de tarjetas,Consulta de saldo, Activación de carga remota
55;Unimarc;UNIMARC EL ABRAZO;CAMINO A MELIPILLA 16860;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.780068;-33.543589;Carga de tarjetas,Consulta de saldo, Activación de carga remota
56;Unimarc;UNIMARC LOS DOMINICOS;AVDA. LOS DOMINICOS 8630;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.5444439874589;-33.4097939366661;Carga de tarjetas,Consulta de saldo, Activación de carga remota
57;Unimarc;UNIMARC ALFEREZ REAL;MANUEL MONTT 1097 ESQUINA ALFEREZ REAL PISO -1;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.615965752;-33.437514134;Carga de tarjetas,Consulta de saldo, Activación de carga remota
58;Unimarc;OK MARKET ELIODORO YAÑEZ;AVDA. PROVIDENCIA 753-759-763;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.62545892622124;-33.43295613888134;Carga de tarjetas,Consulta de saldo, Activación de carga remota
59;Unimarc;OK MARKET EL RODEO;LA DEHESA 2035 LOCAL 3 y 4;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.51831066;-33.35236727;Carga de tarjetas,Consulta de saldo, Activación de carga remota
60;Unimarc;Ok Market Ciudad Empresarial;AVENIDA SANTA CLARA 354, LOCALES 102 Y 107;Lun-Dom 09:00 a 21:00;-70.6144908536614;-33.3930467031672;Carga de tarjetas,Consulta de saldo, Activación de carga remota
61;Unimarc;Ok Market Brown Norte;AVDA. IRARRAZABAL ÑUÑOA 3674;Lun-Dom 09:00 a 21:00;-70.59221381482593;-33.45514363505319;Carga de tarjetas,Consulta de saldo, Activación de carga remota
62;Unimarc;Ok Market Macul;MACUL 3440;Lun-Dom 09:00 a 21:00;-70.5992514590774;-33.485831257858486;Carga de tarjetas,Consulta de saldo, Activación de carga remota
63;Unimarc;Ok Market Rosario Norte;ROSARIO NORTE 530, LOCALES 104, 105 Y106;Lun-Dom 09:00 a 21:00;-70.5730424247903;-33.4045172561425;Carga de tarjetas,Consulta de saldo, Activación de carga remota
64;Unimarc;Ok Market Tobalaba;AVENIDA PROVIDENCIA 2646 - 2658, LOCAL 16 PROVIDENCIA;Lun-Dom 09:00 a 21:00;-70.6021390378432;-33.418453013673;Carga de tarjetas,Consulta de saldo, Activación de carga remota
65;Unimarc;Ok Market Encomenderos;SAN SEBASTIÁN 2701;Lun-Dom 09:00 a 21:00;-70.6022430949566;-33.4166292576182;Carga de tarjetas,Consulta de saldo, Activación de carga remota
66;Unimarc;Ok Market Santa Blanca;JOSE ALCALDE DELANO 11293 ;Lun-Dom 09:00 a 21:00;-70.53240408856489;-33.355025553646236;Carga de tarjetas,Consulta de saldo, Activación de carga remota
67;Unimarc;Ok Market Los Ingleses;CAMINO CHICUREO KM 2 S/N;Lun-Dom 09:00 a 21:00;-70.6755224365375;-33.2861869796065;Carga de tarjetas,Consulta de saldo, Activación de carga remota
68;Unimarc;UNIMARC TALAGANTE;AVDA. BERNARDO O'HIGGINS 2259;Lun-Vie 08:30 a 22:00,Sab 08:30 a 22:00,Dom 08:30 a 22:00;-70.942314;-33.670833;Carga de tarjetas,Consulta de saldo, Activación de carga remota
69;Walmart;LIDER EXPRESS LYON;AV.11 DE SEPTIEMBRE 2249;Lun-Dom 08:30 a 22:00;-70.6081661556346;-33.4219538517412;Carga de tarjetas,Consulta de saldo, Activación de carga remota
70;Walmart;LIDER HIPER INDEPENDENCIA;INDEPENDENCIA 4142;Lun-Dom 08:30 a 22:00;-70.6755763593055;-33.3900453115187;Carga de tarjetas,Consulta de saldo, Activación de carga remota
71;Walmart;LIDER EXPRESS SANTO DOMINGO;SANTO DOMINGO 1031;Lun-Dom 08:30 a 22:00;-70.6516548119126;-33.4360880401112;Carga de tarjetas,Consulta de saldo, Activación de carga remota
72;Walmart;LIDER HIPER PUENTE ALTO;AV. CONCHA Y TORO 1149;Lun-Dom 08:30 a 22:00;-70.5775013992747;-33.5994671217027;Carga de tarjetas,Consulta de saldo, Activación de carga remota
73;Walmart;LIDER EXPRESS HUERFANOS;HUERFANOS 827;Lun-Dom 08:30 a 22:00;-70.6485729715654;-33.4392619273105;Carga de tarjetas,Consulta de saldo, Activación de carga remota
74;Walmart;LIDER HIPER PUENTE NUEVO;AV. LAS CONDES 12916;Lun-Dom 08:30 a 22:00;-70.5124132700129;-33.3707159149033;Carga de tarjetas,Consulta de saldo, Activación de carga remota
75;Walmart;LIDER HIPER DEPARTAMENTAL;AV. AMERICO VESPUCIO 6325;Lun-Dom 08:30 a 22:00;-70.5908423050933;-33.5139692664726;Carga de tarjetas,Consulta de saldo, Activación de carga remota
76;Walmart;LIDER EXPRESS SAN PABLO;AV.SAN PABLO 2362;Lun-Dom 08:30 a 22:00;-70.6703095942928;-33.4351117170152;Carga de tarjetas,Consulta de saldo, Activación de carga remota
77;Walmart;LIDER EXPRESS VITACURA;VITACURA 4100;Lun-Dom 08:30 a 22:00;-70.590576297215;-33.3998990540761;Carga de tarjetas,Consulta de saldo, Activación de carga remota
78;Walmart;LIDER EXPRESS MAIPU;RAMON FREIRE 1790;Lun-Dom 08:30 a 22:00;-70.7767871139999;-33.5102455959999;Carga de tarjetas,Consulta de saldo, Activación de carga remota
79;Walmart;LIDER EXPRESS NONATO COO;AV. NONATO COO 3108;Lun-Dom 08:30 a 22:00;-70.5695087566837;-33.5781976112227;Carga de tarjetas,Consulta de saldo, Activación de carga remota
80;Walmart;LIDER EXPRESS PLAZA ITALIA;RANCAGUA 0180;Lun-Dom 08:30 a 22:00;-70.6302176043761;-33.4408174704335;Carga de tarjetas,Consulta de saldo, Activación de carga remota
81;Walmart;LIDER HIPER IRARRAZAVAL;AV.IRARRAZAVAL 2928;Lun-Dom 08:30 a 22:00;-70.6006210653509;-33.4547651690121;Carga de tarjetas,Consulta de saldo, Activación de carga remota
82;Walmart;LIDER EXPRESS LAS REJAS;AV.LIB.BDO.OHIGGINS 5199;Lun-Dom 08:30 a 22:00;-70.7064214225571;-33.4571151736776;Carga de tarjetas,Consulta de saldo, Activación de carga remota
83;Walmart;LIDER EXPRESS PUENTE ALTO;AV. MEXICO 1598;Lun-Dom 08:30 a 22:00;-70.5592016467882;-33.5946574220441;Carga de tarjetas,Consulta de saldo, Activación de carga remota
84;Walmart;LIDER HIPER LOS MORROS;RIQUELME 69;Lun-Dom 08:30 a 22:00;-70.6678183800384;-33.5459163082289;Carga de tarjetas,Consulta de saldo, Activación de carga remota
85;Walmart;LIDER HIPER MATUCANA;MATUCANA 1202;Lun-Dom 08:30 a 22:00;-70.6804390226636;-33.43157146822;Carga de tarjetas,Consulta de saldo, Activación de carga remota
86;Walmart;LIDER HIPER HUECHURABA;AV A. VESPUCIO  1737  ;Lun-Dom 08:30 a 22:00;-70.6778212680362;-33.3684386191972;Carga de tarjetas,Consulta de saldo, Activación de carga remota
87;Walmart;LIDER HIPER AVDA CENTRAL;AV PAJARITOS 2689 ;Lun-Dom 08:30 a 22:00;-70.757311;-33.503596;Carga de tarjetas,Consulta de saldo, Activación de carga remota
88;Walmart;LIDER HIPER MAIPU;AV PAJARITOS 4500 ;Lun-Dom 08:30 a 22:00;-70.7454617303113;-33.4815673499888;Carga de tarjetas,Consulta de saldo, Activación de carga remota
89;Walmart;LIDER HIPER QUILIN;AV A.VESPUCIO 3100 ;Lun-Dom 08:30 a 22:00;-70.5793607501303;-33.4852339316205;Carga de tarjetas,Consulta de saldo, Activación de carga remota
90;Walmart;LIDER HIPER VESPUCIO MAIPU;AV A.VESPUCIO NORTE 1955;Lun-Dom 08:30 a 22:00;-70.7596833680178;-33.4715098425775;Carga de tarjetas,Consulta de saldo, Activación de carga remota
91;Walmart;LIDER HIPER CORDILLERA;LOS TOROS 05441 ;Lun-Dom 08:30 a 22:00;-70.5581064108238;-33.5664713042779;Carga de tarjetas,Consulta de saldo, Activación de carga remota
92;Walmart;LIDER VICUÑA MACKENNA;VICUNA MACKENA 7196;Lun-Dom 08:30 a 22:00;-70.6011757750608;-33.5207973280328;Carga de tarjetas,Consulta de saldo, Activación de carga remota
93;Walmart;LIDER HIPER MACUL;AV JOSE PEDRO ALESSANDRI 2127;Lun-Dom 08:30 a 22:00;-70.5989014600478;-33.4741531626615;Carga de tarjetas,Consulta de saldo, Activación de carga remota
94;Walmart;LIDER HIPER VITACURA;BUENAVENTURA 1770;Lun-Dom 08:30 a 22:00;-70.5681058850668;-33.3864876806606;Carga de tarjetas,Consulta de saldo, Activación de carga remota
95;Walmart;LIDER HIPER PLAZA VESPUCIO;FROILAN ROA 7107;Lun-Dom 08:30 a 22:00;-70.6001898275732;-33.5145345077161;Carga de tarjetas,Consulta de saldo, Activación de carga remota
96;Walmart;LIDER EXPRESS COLON ;CUARTO CENTENARIO 1016;Lun-Dom 08:30 a 22:00;-70.5535460224003;-33.4177873910042;Carga de tarjetas,Consulta de saldo, Activación de carga remota
97;Walmart;LIDER EXPRESS LATADIA ;AV A. VESPUCIO SUR 1790;Lun-Dom 08:30 a 22:00;-70.5746863701926;-33.428513593411;Carga de tarjetas,Consulta de saldo, Activación de carga remota
98;Walmart;LIDER HIPER TALAGANTE ;AV BDO O´HIGGINS  807;Lun-Dom 08:30 a 22:00;-70.9252302032062;-33.6623790828303;Carga de tarjetas,Consulta de saldo, Activación de carga remota
99;Walmart;LIDER EXPRESS P. DE VALDIVIA;PEDRO DE VALDIVIA 1885;Lun-Dom 08:30 a 22:00;-70.6071853448527;-33.4400811646939;Carga de tarjetas,Consulta de saldo, Activación de carga remota
100;Walmart;LIDER EXPRESS ESTORIL ;AV LAS CONDES 10295;Lun-Dom 08:30 a 22:00;-70.5339438756033;-33.384250004664;Carga de tarjetas,Consulta de saldo, Activación de carga remota
101;Walmart;LIDER EXPRESS M MONTT ;MANUEL MONTT 80 ;Lun-Dom 08:30 a 22:00;-70.6197662036586;-33.4293901179188;Carga de tarjetas,Consulta de saldo, Activación de carga remota
102;Walmart;LIDER EXPRESS TOBALABA ;LAS CAMELIAS 2875 ;Lun-Dom 08:30 a 22:00;-70.5978918739228;-33.4229235911053;Carga de tarjetas,Consulta de saldo, Activación de carga remota
103;Walmart;LIDER EXPRESS LA DEHESA ;EL RODEO 12850 ;Lun-Dom 08:30 a 22:00;-70.5207927126735;-33.352951786773;Carga de tarjetas,Consulta de saldo, Activación de carga remota
104;Walmart;LIDER EXPRESS APOQUINDO;AV APOQUINDO 6060;Lun-Dom 08:30 a 22:00;-70.5679730326251;-33.4091874626127;Carga de tarjetas,Consulta de saldo, Activación de carga remota
105;Walmart;LIDER EXPRESS IRARRÁZAVAL;AV IRARRÁZAVAL  2401 ;Lun-Dom 08:30 a 22:00;-70.6061770801876;-33.4542041239829;Carga de tarjetas,Consulta de saldo, Activación de carga remota
106;Walmart;LIDER EXPRESS LOS DOMINICOS;LA PLAZA ESQUINA SAN FRANCISCO ASIS;Lun-Dom 08:30 a 22:00;-70.498851;-33.39047;Carga de tarjetas,Consulta de saldo, Activación de carga remota
107;Walmart;LIDER EXPRESS PIEDRA ROJA ;AV CHICUREO S/N° SECTOR LAGUNA PIEDRA ROJA;Lun-Dom 08:30 a 22:00;-70.62877;-33.277328;Carga de tarjetas,Consulta de saldo, Activación de carga remota
108;Walmart;LIDER EXPRESS COLINA;CALLE LOS ALAMOS S/N LOTEO ESTANCIA DE LINRAY;Lun-Dom 08:30 a 22:00;-70.685467;-33.217646;Carga de tarjetas,Consulta de saldo, Activación de carga remota
109;Walmart;LIDER EXPRESS PEDRO FONTOVA;AV PEDRO FONTOVA 7455;Lun-Dom 08:30 a 22:00;-70.6702707188651;-33.3517902688916;Carga de tarjetas,Consulta de saldo, Activación de carga remota
110;Walmart;LIDER EXPRESS PROVIDENCIA SANTA ISABEL;SANTA ISABEL  0168;Lun-Dom 08:30 a 22:00;-70.628988552848;-33.4468024118991;Carga de tarjetas,Consulta de saldo, Activación de carga remota
111;Walmart;LIDER EXPRESS GRECIA ;AV GRECIA 245;Lun-Dom 08:30 a 22:00;-70.6271214907962;-33.4554512837419;Carga de tarjetas,Consulta de saldo, Activación de carga remota
112;Walmart;LIDER EXPRESS CONSISTORIAL;EL CONSISTORIAL 3349 ;Lun-Dom 08:30 a 22:00;-70.5492605909738;-33.4879386719393;Carga de tarjetas,Consulta de saldo, Activación de carga remota
113;Walmart;LIDER EXPRESS ROJAS MAGALLANES ;18 AV LA FLORIDA;Lun-Dom 08:30 a 22:00;-70.553776;-33.534239;Carga de tarjetas,Consulta de saldo, Activación de carga remota
114;Walmart;LIDER EXPRESS G AVENIDA ;GRAN AVENIDA 4004 ;Lun-Dom 08:30 a 22:00;-70.6510015909072;-33.4901472285148;Carga de tarjetas,Consulta de saldo, Activación de carga remota
115;Walmart;LIDER EXPRESS CIUDAD DEL ESTE  ;DIEGO PORTALES / AV LA FLORIDA;Lun-Dom 08:30 a 22:00;-70.551684;-33.560031;Carga de tarjetas,Consulta de saldo, Activación de carga remota
116;Walmart;LIDER EXPRESS 10 DE JULIO;AV 10 DE JULIO  1625 ;Lun-Dom 08:30 a 22:00;-70.657264268817;-33.4543969124095;Carga de tarjetas,Consulta de saldo, Activación de carga remota
117;Walmart;LIDER EXPRESS SANTA ROSA;AV SANTA ROSA 115;Lun-Dom 08:30 a 22:00;-70.6456432832749;-33.4454406991941;Carga de tarjetas,Consulta de saldo, Activación de carga remota
118;Walmart;LIDER HIPER LOS DOMINICOS;CAMINO EL ALBA 11865;Lun-Dom 08:30 a 22:00;-70.5162602451958;-33.4010309606469;Carga de tarjetas,Consulta de saldo, Activación de carga remota
119;Walmart;LIDER EXPRESS MERCED;MERCED  560 ;Lun-Dom 08:30 a 22:00;-70.6450494877621;-33.4380244776321;Carga de tarjetas,Consulta de saldo, Activación de carga remota
